% Model,2016_04_06_SiwHoles_dispersion.mph
% Version,COMSOL 5.1.0.180
% Date,"Apr 8 2016, 11:48"
% Dimension,3
% Nodes,1276
% Expressions,25
% Description,Velocity magnitude
% Length unit,m
% X,Y,Z,solid.vel (m/s) @ Eigenfrequency=1,solid.vel (m/s) @ Eigenfrequency=2,solid.vel (m/s) @ Eigenfrequency=3,solid.vel (m/s) @ Eigenfrequency=4,solid.vel (m/s) @ Eigenfrequency=5,solid.vel (m/s) @ Eigenfrequency=6,solid.vel (m/s) @ Eigenfrequency=7,solid.vel (m/s) @ Eigenfrequency=8,solid.vel (m/s) @ Eigenfrequency=9,solid.vel (m/s) @ Eigenfrequency=10,solid.vel (m/s) @ Eigenfrequency=11,solid.vel (m/s) @ Eigenfrequency=12,solid.vel (m/s) @ Eigenfrequency=13,solid.vel (m/s) @ Eigenfrequency=14,solid.vel (m/s) @ Eigenfrequency=15,solid.vel (m/s) @ Eigenfrequency=16,solid.vel (m/s) @ Eigenfrequency=17,solid.vel (m/s) @ Eigenfrequency=18,solid.vel (m/s) @ Eigenfrequency=19,solid.vel (m/s) @ Eigenfrequency=20,solid.vel (m/s) @ Eigenfrequency=21,solid.vel (m/s) @ Eigenfrequency=22,solid.vel (m/s) @ Eigenfrequency=23,solid.vel (m/s) @ Eigenfrequency=24,solid.vel (m/s) @ Eigenfrequency=25
2.494796179957172E-7,8.505203820042825E-7,0,7.470346365973885E9,9.051964500612813E8,1.0483220135130411E10,4.9712388128308547E8,2.0439640911297176E10,3.90886003900774E9,2.047868625208052E10,2.6786606126178613E9,4.601692877423819E10,5.754720561999697E9,1.1669383498850765E9,1.6216212415139327E9,5.447787011898255E10,4.156653778458194E10,2.580646944196749E9,1.3762535006271727E9,3.5814268998716116E9,5.101939050219872E10,1.2715460707997668E9,4.314848508801899E9,6.786639378412746E9,1.6748143600634425E9,2.0932000224368196E9,5.416942576782647E10,8.656771900375575E10
1.581448033167604E-7,8.627904938171308E-7,3.66E-7,8.154058609638841E9,9.542268412851491E8,1.0688707010618687E10,4.321011423165379E8,2.1304749168068546E10,3.3361267489116125E9,2.5749186607646828E10,2.080658569646453E9,3.9124919762198006E10,4.915367775545485E9,1.1443884651620753E9,1.6339758161214373E9,3.725192043722668E10,3.7055942530169914E10,1.9739493925792093E9,2.259510807671212E9,2.591099131706195E9,4.191205078601815E10,1.627877244337302E9,3.6178294556219945E9,5.344013678592423E9,1.685252961737633E9,1.6608478423404248E9,8.869899298475693E10,7.798677288600267E10
1.3029180905177604E-7,9.124197214246112E-7,2.971008072435082E-7,8.131825473006433E9,9.360248539980738E8,1.0824962249540306E10,4.464735123073367E8,2.083798498341424E10,2.896077221779687E9,1.7350557305273808E10,1.600395986068801E9,3.6852012438861336E10,4.900427651811214E9,5.551226904862747E8,1.342912175812164E9,2.29685153834684E10,2.2362341268447456E10,9.877660525396001E8,1.1990719051712751E9,1.78325381923113E9,3.748146032295749E10,1.6562964358210142E9,1.8705043128161519E9,3.258749335132509E9,1.2764466238973854E9,1.4287927112122684E9,5.153651216942117E10,7.652744125840477E10
1.47087909822844E-7,9.548290962806093E-7,3.66E-7,7.843879867325608E9,8.967133289904137E8,1.095808390231952E10,4.681977536539739E8,1.921672742367548E10,2.940148413566319E9,2.4555173659082455E10,1.727872277016425E9,4.231888225094746E10,5.609049450994208E9,8.494714685949675E8,1.0188370071426939E9,4.054361352330869E10,1.893313627384878E10,1.4694428975526698E9,1.1728055801427996E9,2.7245903801177154E9,3.838631880865624E10,1.2971553513295515E9,2.5360153213264813E9,4.143765546920997E9,1.3660164967844753E9,1.7634746015266712E9,4.352111064339433E10,6.256097014969467E10
7.822560393911048E-8,1.1E-6,3.66E-7,7.923128276911283E9,8.686012074823078E8,1.1391796283622828E10,4.5710869401402795E8,1.8692397494421852E10,2.3742062577492356E9,2.682101650143873E10,9.881546321780529E8,5.1258259298515396E10,6.676874545179277E9,9.166588375859511E8,7.057851143539844E8,4.188306041066543E10,1.1270290605203554E10,2.961301333547798E8,7.418369926655599E8,2.8367106653610225E9,4.791926531015381E10,8.963648155134977E8,8.981283319484855E8,2.612246686943904E9,4.988926282174124E8,1.3937584942352257E9,7.551318571832182E10,6.059643975935993E10
2.576667410315085E-7,8.584903008213725E-7,1.4613298242704044E-7,7.342172541954712E9,9.042293356646692E8,1.0198592866146715E10,5.0517337537629527E8,2.0694542454500576E10,3.5781453735193534E9,9.843466323492153E9,2.462373375996453E9,4.022140694040272E10,5.215246998367791E9,6.555795578372623E8,1.7069364972802863E9,3.112522349257619E10,4.882130097981127E10,1.9556906738694384E9,9.997319009951497E8,1.6783046544338722E9,5.071200290695787E10,1.4944323389421537E9,2.8768186516140184E9,4.673137621723143E9,4.128680437717957E8,5.414912921202161E8,6.1077639733113045E10,1.1634279165586198E11
1.591237833130872E-7,8.626401665486918E-7,1.7138011170411678E-7,8.205456998099862E9,9.682751781639242E8,1.0623176812549799E10,4.4317676267067724E8,2.213646755393127E10,3.2694159064971514E9,4.454577166375889E9,1.883155285749773E9,3.5175509048243034E10,4.481659102896453E9,3.610962822019278E8,1.6163449212139657E9,2.463057288720627E9,2.1414256730268307E10,6.02262894209579E8,1.116892782546631E9,3.588306561487561E8,4.120002227646889E10,1.9807900008371105E9,9.14758463573705E8,4.331405117589844E9,3.750578803095018E8,7.44509515458855E8,8.077510943610814E10,9.379464225804585E10
2.3856294260846095E-7,8.391919073613562E-7,2.1779844292683252E-7,7.70010030661411E9,9.449876425349731E8,1.0401614108009098E10,4.9893588065843385E8,2.1865810365490623E10,3.693840400407783E9,5.427946790308166E9,2.4526683463898783E9,4.126624164275372E10,5.177951600438682E9,7.566788957230061E8,1.7631110216294057E9,2.4007675020489807E10,3.81155593889472E10,1.729763037446983E9,4.609533994475997E8,1.3489372618574395E9,4.8237446887946846E10,1.720424200988701E9,2.7233155482586164E9,5.356400829681998E9,4.149761251234847E8,4.473802601477995E8,7.429033634640419E10,1.1512913480129216E11
2.031988676355253E-7,8.88207156121412E-7,2.816017185376014E-7,7.721867578493133E9,9.223696118546332E8,1.0500103684367067E10,4.6836333151535153E8,2.049156425662238E10,3.2553756646483135E9,1.4310886087227537E10,2.102610907673867E9,4.016749488365197E10,5.198420436002807E9,5.941906560399977E8,1.4076188935306318E9,2.3948059525577023E10,2.4992200956621353E10,1.4987974076516602E9,8.431581345282034E8,1.4744778641944685E9,4.672791383096374E10,1.577022121346322E9,2.471273512092867E9,4.322669700826005E9,1.0128451066162119E9,1.3149912653104866E9,3.3805183400051838E10,1.0459849224391914E11
2.0878204662471311E-7,9.059918111601921E-7,2.0202033537204954E-7,7.584346498361756E9,9.085979297632369E8,1.0416217274190252E10,4.741153634626128E8,2.0097838616320568E10,2.962079989361238E9,1.4412271485442564E10,1.9274548512886586E9,3.917453542112513E10,5.179940367385961E9,2.7575054986496264E8,1.3030544861202283E9,1.3412611994308779E10,2.7153441560727787E10,1.2164015011531324E9,5.527320294329873E8,4.014435700392012E8,4.6050539905251144E10,1.5439850630051773E9,1.688297690796694E9,2.9805454607025805E9,4.047426110153561E8,5.944330147014728E8,1.3010473310780153E10,1.131326425846611E11
2.4947961799571716E-7,8.505203820042825E-7,3.660000000000001E-7,7.472480568753397E9,9.055633500694082E8,1.0477978716159313E10,4.966199458480135E8,2.044309017708392E10,3.9038431494950895E9,2.047107691770688E10,2.6780759786904182E9,4.595812708495887E10,5.747112256312234E9,1.1716778185429497E9,1.6207302888250978E9,5.441976095586792E10,4.140664988068682E10,2.552709616791084E9,1.3637967915379415E9,3.5741567168626947E9,5.079983975134193E10,1.2505042384863436E9,4.332114484528853E9,6.764508821010871E9,1.6747766742433546E9,2.092062985800468E9,5.42255675300096E10,8.677778470848032E10
2.4289551249741635E-7,9.158953432156931E-7,3.2029682209692385E-7,7.187396152165791E9,8.619509600941739E8,1.030105733058859E10,4.930672700592118E8,1.8676983646012886E10,3.235588514727303E9,1.907214859971975E10,2.2367329101114764E9,4.009392898989408E10,5.287161236205979E9,6.480927581029234E8,1.1740710895606303E9,4.143054350211388E10,3.971698915244832E10,1.98415245888548E9,1.2733134387129688E9,2.5247676332666006E9,4.484493151288411E10,1.1069446295339015E9,2.9854803381949086E9,4.03526891897831E9,1.1819597576451306E9,1.840061417898235E9,4.0877722105416885E10,9.360073168650221E10
1.228614170707157E-7,1.0380811345601946E-6,3.66E-7,7.786173129007542E9,8.724303619214686E8,1.1216005548580782E10,4.8303930640119827E8,1.8465976743893394E10,2.54193834030937E9,2.6269418299814327E10,1.3128754959526896E9,4.653705646470285E10,6.200389324570341E9,8.236588143540307E8,5.814516940444882E8,4.139953242377213E10,8.363921720951641E9,8.066391122340505E8,7.682028080945836E8,2.825512251134811E9,3.8449613746932755E10,9.521607756636964E8,1.441018134936185E9,2.866789334335236E9,8.490866099699498E8,1.6061248841237216E9,7.805095234699806E10,4.598062110892004E10
1.9683418544800852E-7,9.499981459740132E-7,3.151639620688702E-7,7.511992639516708E9,8.823199944942644E8,1.0617454794032206E10,4.8581957421517956E8,1.8872578386693844E10,2.7803259997116265E9,2.170262903954187E10,1.7912568617839882E9,3.995739360342503E10,5.359810190944179E9,5.417856182980391E8,9.6297808802976E8,2.9970540227852776E10,2.6183721331940117E10,1.4241101118589773E9,1.0706590106257823E9,1.9666751407681477E9,3.951884571004305E10,1.193434081587068E9,2.253836915080264E9,2.834444888228071E9,1.1837775190010028E9,1.770450132907802E9,4.253741329391371E10,8.46755776881031E10
1.5998087097464006E-7,9.898902046399674E-7,3.168923390764548E-7,7.688487252465091E9,8.851860408459631E8,1.0885266019347095E10,4.8536131297540575E8,1.8834401963114555E10,2.361180011034038E9,2.4659452699101112E10,1.3911530878083704E9,4.158388968422876E10,5.635317798647598E9,5.8239355346677E8,7.438085463262006E8,2.7954783023575626E10,1.7905913084762016E10,9.998191239877721E8,9.774972663437575E8,2.157348066319786E9,3.5690543528997246E10,1.0867300381247826E9,1.6694880997076075E9,2.126970529597607E9,1.147982709945376E9,1.7470774407347271E9,5.502110588234618E10,6.331475738362173E10
1.216913667124502E-7,1.1E-6,2.432295362936282E-7,7.839422913501557E9,8.86864880504231E8,1.1079584595829563E10,4.764597185645543E8,1.899235877329233E10,7.399722477393056E8,3.025279220107469E10,3.5984424611783284E8,4.600553567888293E10,6.228177519822764E9,7.251782794510251E8,2.8048560294981664E8,2.9563654757972145E10,1.4264711146572151E10,2.267154340009147E8,1.4774738436208682E9,2.801886180123227E9,4.0274567923686035E10,3.671449948550851E8,4.612324659352057E8,3.5188980708732014E9,4.905093175295504E8,9.865693075982537E8,6.130512980806933E10,3.4162119304750065E10
1.0752822674993087E-7,1.1E-6,3.040416076372761E-7,7.8822793205130005E9,8.818620409432703E8,1.1206419377195652E10,4.718116911257457E8,1.8884671525879032E10,1.5179848663719714E9,2.918071235868256E10,7.061739870218812E8,4.7806368880639275E10,6.384708537554282E9,8.07917076485505E8,4.281238007207255E8,3.570806739695306E10,5.051308932612757E9,3.7663555568221277E8,1.1825558011440225E9,2.9649988540436845E9,4.284095913873455E10,6.435689135131508E8,8.266248820522016E8,3.2952083496434855E9,7.478921452033211E8,1.5622987661104507E9,6.89365626705222E10,4.480684876487354E10
1.4238816988841717E-7,1.0464389484463826E-6,2.8453936442428076E-7,7.722472524160537E9,8.812192589144405E8,1.0999208456344358E10,4.878020172073854E8,1.8712540470060528E10,1.5397296115147974E9,2.834617472188148E10,8.354791993412894E8,4.3778788077902466E10,5.964865796397462E9,6.269340738779454E8,4.0321971413441443E8,2.547542802931776E10,1.7803240450288677E10,5.2018041824203485E8,1.262362060954769E9,2.386015507063103E9,3.539162658976722E10,7.168939335559044E8,9.024275731575474E8,2.663571628860146E9,8.505601847472968E8,1.5027829756301763E9,6.94567108689221E10,3.9427354000565475E10
2.0470775539798734E-7,9.760483550203184E-7,7.388018724969289E-8,7.352202620263661E9,8.65476212689411E8,1.0546250496846136E10,4.9693520334595555E8,1.8353507798868793E10,2.388819842555779E9,2.3581548911546757E10,1.5567950350110242E9,3.877436525534854E10,5.30077405015878E9,4.0220024054602104E8,8.140242862445537E8,2.46295463774391E10,3.459218580481564E10,1.2248057786776884E9,1.3135743227969472E9,1.570192697571831E9,3.49936583139739E10,1.0245396695998143E9,1.7721229561541903E9,1.7470583837239966E9,1.000887563217537E9,1.6426382666853104E9,6.069323667733195E10,8.107060051794966E10
1.590390211577923E-7,1.0350443527871183E-6,2.0983203951612121E-7,7.630186585484315E9,8.816480301871848E8,1.0829718219759405E10,4.904010232782534E8,1.8766145143050434E10,1.1351230107026646E9,2.8314575423123123E10,6.66204755771606E8,4.172376969526234E10,5.757168566676086E9,4.750518834093779E8,4.4759434560135627E8,1.370265421645588E10,2.644495209893782E10,3.209633170709095E8,1.48210740560648E9,1.8526087696301343E9,3.3087277010855255E10,6.723148561036228E8,4.3373963338439924E8,2.381985223500465E9,5.112602628980656E8,7.191744377428151E8,6.011307756629656E10,4.714669106030008E10
1.7293162569684413E-7,1.1E-6,2.1338826707366886E-7,7.464802964149074E9,8.661879182990397E8,1.0762669864363008E10,5.0302451990955263E8,1.8230691904762997E10,3.850569466451045E8,3.026735417852554E10,2.1877199428963354E8,4.082716297542799E10,5.694836034690133E9,4.840560013389912E8,1.4302253177500445E8,9.871389039487883E9,3.616010008995637E10,1.5331145603103492E8,1.817480075718076E9,1.6722925080360854E9,2.656171671068793E10,1.625883139581268E8,2.3088470937388897E8,3.2413773390579557E9,2.5529926237896392E8,7.794863436306019E8,8.229070869677005E10,3.608731703241018E9
2.2167469089635143E-7,1.04891337313015E-6,1.7793912138475797E-7,6.994024575584472E9,8.292620066023296E8,1.031703304187445E10,5.13953605450054E8,1.7328644075232784E10,8.657699674870971E8,2.8694704435215137E10,5.923967236259384E8,3.55747925359862E10,5.073699196634902E9,2.327536030133171E8,6.266713821800857E8,1.2476314250482521E10,5.622308710718188E10,4.362833204314707E8,2.1577519341880774E9,2.5815110503952894E8,1.8019929285154404E10,4.069470213771827E8,5.1624918433419436E8,2.42644651101985E9,2.5684979140050313E8,6.987337883493485E8,9.477428691311644E10,5.681567975663746E10
1.9948336984941046E-7,1.1E-6,1.4777617408358027E-7,7.208583418375304E9,8.456496282870294E8,1.0547080634696232E10,5.129251652445573E8,1.766022145996716E10,4.548095136963857E8,2.9985830706862324E10,2.7658759894446105E8,3.7789539163450005E10,5.352232436757005E9,3.731693181824731E8,3.764010801447132E8,6.67207918585003E9,4.816610947416387E10,2.1215776812415782E8,2.036239294541701E9,1.0181610294810835E9,1.832030938153457E10,1.472012027436772E8,2.5862719890644994E8,3.0826709345356183E9,2.844109048072658E8,8.996016480178853E8,9.444636406182838E10,2.3162005680885166E10
1.831878544329915E-7,1.016463241696495E-6,1.4191683473690915E-7,7.452780828937793E9,8.710733474306546E8,1.0659272621186705E10,4.9722585435706156E8,1.847225492111121E10,1.4787969411958513E9,2.697592452488109E10,9.230798325409381E8,3.956983131339991E10,5.494863227323917E9,3.389941605589532E8,5.790548207895831E8,7.690483099625058E9,3.4145344768194054E10,5.690340758250275E8,1.527189056145046E9,1.2271289992019842E9,3.0720612636165905E10,7.924297041980472E8,7.458143724339236E8,1.7044017913384008E9,6.00435972402092E8,9.347405652105063E8,6.5034551742617455E10,6.325215129972153E10
2.224486410369336E-7,1.1E-6,7.786446719808104E-8,6.982678653250672E9,8.209332925084361E8,1.0404581769769117E10,5.23886904886934E8,1.687733178198411E10,1.4057626720941465E9,2.8810398880836124E10,9.029725367532558E8,3.492565135761986E10,4.989322720179467E9,3.6725511963121504E8,5.692941747279189E8,2.3854905885584286E10,5.6536784944593864E10,6.964780347327709E8,2.0883410902533977E9,1.3829421235773234E9,1.0004424421306423E10,4.0391918802329695E8,7.676315108804858E8,2.8025030413022876E9,6.893944698590726E8,1.7158660881182303E9,1.0973570402052565E11,3.109775973445489E10
2.3735324675914578E-7,1.0465774135727166E-6,1.1407547071855436E-7,6.823900440341325E9,8.111591233351727E8,1.0183654580176847E10,5.183098755414498E8,1.6820990948761452E10,1.2728332227609866E9,2.8056591071779972E10,8.704677454375538E8,3.3833203487096474E10,4.847240326163533E9,2.4292205819682607E8,7.375088475783973E8,2.2843469223177677E10,6.217226258906729E10,7.096141610077882E8,2.245648431613526E9,9.049933965890907E8,1.5693693607797483E10,4.5167511196086997E8,8.234270725862256E8,2.308919223939588E9,5.577976139343809E8,1.2888693725213397E9,1.0274113009792767E11,6.016810358268702E10
2.982031254711007E-7,1.0447058296127646E-6,0,6.326650415373174E9,7.471805586403521E8,9.65003387282469E9,5.3473416795930886E8,1.4392635477585583E10,2.7317882639615335E9,2.412305664019788E10,2.0311386696777608E9,2.4678748769522484E10,3.625824345673095E9,3.68428670959031E8,1.2315205388903317E9,4.931887975104345E10,8.67006314847366E10,1.7754497306502943E9,2.699207516437726E9,3.011150982990832E9,1.9974236000779305E10,5.384827764012109E8,1.5950428051881447E9,2.297826932754216E9,7.039346227439538E8,2.301251497080151E9,9.93554104296609E10,5.818011911429086E10
2.4975962832211076E-7,1.0999999999999998E-6,0,6.804650387679847E9,7.932239279668808E8,1.0321407421557722E10,5.423426670913192E8,1.5661488508690874E10,2.5983292959699597E9,2.57585781343252E10,1.784217655926501E9,3.0333904987151043E10,4.377146886464742E9,4.564316563509367E8,8.216283007365459E8,4.593221524375776E10,6.6016902143272575E10,1.4381294571689117E9,2.0977597335362303E9,2.89445397675748E9,1.0756479811573699E9,6.191903936614169E8,1.470079651846861E9,2.0749806650430892E9,6.987930010479623E8,2.221238793272295E9,1.1429942305321278E11,3.3226420885655582E10
3.005439978279154E-7,9.785395755595848E-7,0,6.40319171835904E9,7.616289764742403E8,9.759322428467281E9,5.2658126578155994E8,1.5257362112546804E10,3.144905589055057E9,2.2186431474158535E10,2.334643660837645E9,2.9847995234755512E10,4.146592078280454E9,5.093537143269078E8,1.1581137144526083E9,5.4521884257136345E10,7.794536683947427E10,2.1942386694654236E9,2.533207140565987E9,3.4295979505164304E9,2.8619634422493404E10,4.898226055724592E8,2.3920815440762625E9,3.292827878136376E9,9.937460992403291E8,2.4114623644874573E9,8.968606811920972E10,6.108485316675939E10
2.76105905246132E-7,1.0225438544833327E-6,7.206344011550137E-8,6.405680032212602E9,7.673187552988563E8,9.767722587024199E9,5.192603977783611E8,1.5741901542634943E10,1.9562596518488467E9,2.580024912712233E10,1.4208501389535863E9,3.0038738372989952E10,4.322146323004537E9,2.678716166929E8,1.0292037830336928E9,3.950482393966875E10,7.57778872894424E10,1.262081087493481E9,2.5185380945646663E9,2.0057400043909233E9,2.0220371035426987E10,4.9350953720503294E8,1.366835394613389E9,1.8968952189089913E9,7.124948071381059E8,1.7338964294368742E9,1.0545442868085004E11,7.309803544702782E10
8.751206723768527E-7,2.7628199110540214E-7,7.390959252430448E-8,7.771690811290813E9,9.479158256348164E8,1.0437159881230837E10,4.7843023169965833E8,2.2140861004755497E10,1.4228782787018614E9,1.1493817990840029E10,7.169096204591374E8,4.368810373159997E10,5.296333087204685E9,9.613696387380524E8,1.86919749378009E9,3.0706721733234745E10,3.500179996575878E10,1.8172574854483008E9,1.1079693022056043E9,1.9339795208008628E9,4.4929095055006966E10,1.919088864300381E9,2.322774832388291E9,4.274566965245192E9,2.2262961620967255E9,1.170850157142928E9,9.097954062514406E10,1.2092216155020976E11
9.829529741555333E-7,3.1608583039740587E-7,0,8.644469126402754E9,1.0111930743621846E9,1.048134720172273E10,3.9932591933833605E8,2.410471167694721E10,1.3953887005363448E9,3.315009037705512E10,7.736685091146295E8,2.792042243143713E10,2.9753721471897044E9,1.4106173810279353E9,2.0827690274015415E9,2.7026017034634033E10,5.620076776945521E10,1.9836012548318927E9,3.7422989544565587E9,2.0945717739942372E9,2.827674194406751E10,1.7919381631355603E9,3.2846135290124583E9,2.481093324833951E9,3.778572259138471E9,1.209268736642155E9,1.412577212485949E11,9.715518839455177E10
9.598185767981811E-7,3.062428301792137E-7,4.8478180121930357E-8,8.53482785408063E9,1.0087555606544329E9,1.052150014437927E10,4.092841599709282E8,2.391868528462708E10,1.4597444945419729E9,2.2652147560782394E10,8.021545802827643E8,3.3283355769981438E10,3.699383697836364E9,1.1068887201401136E9,2.0268964533415685E9,2.104869501821144E10,4.804182980640939E10,1.406120087260776E9,3.1312414681079187E9,1.5841867321293414E9,2.9865269581841988E10,2.0803227886814544E9,2.704032275887365E9,2.89012823698758E9,2.940816079232621E9,1.126856986863031E9,1.3577279931025362E11,8.681187200414554E10
9.043894013740231E-7,3.1540854267117366E-7,0,8.25999406860938E9,1.0010177388841339E9,1.0577726027518118E10,4.39760413039701E8,2.3613857918340824E10,1.4253674384083707E9,2.9722071368032955E10,7.808503778362731E8,4.730277435766308E10,5.391571504086694E9,1.5162854050045836E9,2.0543712807895806E9,3.8439228936056526E10,4.783943726044086E10,2.2206614487361712E9,2.7147082705711827E9,2.7043871193814635E9,3.3724581729848095E10,1.8716500330904844E9,3.531830136293034E9,4.1773467832274356E9,4.0375877253212967E9,1.5406522208407376E9,1.3784783516419385E11,1.179388917092058E11
